exp_id,company,start_year,years,role
1969,MModal Global Services Private Limited,2002,2003,spanish teacher
1970,SMART SPOC,2001,2002,public relations director
1971,Corrival Corporate Consultants,2002,2006,founder & managing director
1972,Welcome Infraestate Pvt Ltd.,2003,2005,attending physician
1973,Samsung India Software Operations Pvt Ltd.,2005,2010,repórter
1974,myTectra Learning Solutions Pvt Ltd.,2010,2015,sap fico consultant
1975,SNT Infotech Private Limited,2011,2015,board of trustees member
1976,ITBMS,2015,2022,empresária
1977,Exclusife Technosoft Pvt. Ltd.,2002,2007,division director
1978,Teradata India Private Limited,2002,2005,transportation coordinator
1979,IBDTD,2010,2013,it support analyst
1980,Future Generali India Life Insurance Co. Ltd.,2003,2006,advertising director
1981,Spectrum Consultants India Pvt. Ltd.,2005,2008,hostess
1982,NetKey Solutions,2002,2004,formacion
1983,SAKET ENGINEERS PVT. LTD,2001,2002,etudiant
1984,Ver se Innovation Pvt Ltd,2008,2013,directrice
1985,TechnologiesIndia. com,2005,2008,microbiologist
1986,Mastek Info,2010,2015,recruitment manager
1987,Next Prospects,2002,2007,contadora
1988,Avani RTech Solutions (P) Ltd.,2004,2006,marketing staff
1989,Netaxis IT Solutions (p) Ltd,2003,2008,law enforcement
1990,Basil Advisors,2006,2010,landscape architect
1991,SURAAJ LINENS PVT. LTD.,2002,2006,cardiologist
1992,XPANS IT SERVICES,2003,2005,senior process associate
1993,PRIME JOBS.IN,2002,2006,contador general
1994,PIT STOP,2002,2005,member team
1995,WLC College India Ltd,2003,2005,desempregado
1996,ATHENTA TECHNOLOGIES P LTD,2000,2005,assistant office manager
1997,IPSA BUSINESS INDIA PVT. LTD,2005,2008,civil engineer
1998,Talenthive Consultancy Pvt. Ltd.,2004,2007,plant controller
1999,HILTON WORLDWIDE,2004,2008,project designer
2000,Sun Life India Service Centre Pvt. Ltd.,2003,2008,industrial engineer
