exp_id,company,start_year,years,role,user_id
237,Merit group,2002,2006,gerente de logística,1210
237,Merit group,2002,2006,gerente de logística,1508
239,QAAgility Technologies,2005,2010,research intern,569
240,MOUNT TALENT CONSULTING,2004,2007,mathematics tutor,1111
241,PMS Consulting,2007,2010,manufacturing technician,68
241,PMS Consulting,2007,2010,manufacturing technician,114
241,PMS Consulting,2007,2010,manufacturing technician,362
241,PMS Consulting,2007,2010,manufacturing technician,1213
241,PMS Consulting,2007,2010,manufacturing technician,1305
242,Overnite Express Ltd,2004,2009,funeral director,1077
243,EMBARQ India,2003,2008,senior executive,378
243,EMBARQ India,2003,2008,senior executive,413
243,EMBARQ India,2003,2008,senior executive,483
243,EMBARQ India,2003,2008,senior executive,1672
244,SavannaHR,2005,2015,coordinador administrativo,936
246,Desiderate HR solutions,2000,2004,congressional intern,194
246,Desiderate HR solutions,2000,2004,congressional intern,593
246,Desiderate HR solutions,2000,2004,congressional intern,765
246,Desiderate HR solutions,2000,2004,congressional intern,861
246,Desiderate HR solutions,2000,2004,congressional intern,981
246,Desiderate HR solutions,2000,2004,congressional intern,1394
247,PENNYWISE SOLUTIONS PRIVATE LTD,2002,2007,rigger,1088
247,PENNYWISE SOLUTIONS PRIVATE LTD,2002,2007,rigger,1625
248,Target,2002,2005,supplier quality engineer,597
248,Target,2002,2005,supplier quality engineer,880
248,Target,2002,2005,supplier quality engineer,1991
250,Four Fountains,2002,2005,sales & marketing director,59
250,Four Fountains,2002,2005,sales & marketing director,459
250,Four Fountains,2002,2005,sales & marketing director,603
250,Four Fountains,2002,2005,sales & marketing director,664
250,Four Fountains,2002,2005,sales & marketing director,1250
251,Evoluzin Cloud storage solutions pvt ltd.,2002,2004,admin manager,320
252,STC Technologies,2000,2004,training specialist,364
253,Quad One Technologies Pvt Ltd,2001,2003,operations consultant,636
253,Quad One Technologies Pvt Ltd,2001,2003,operations consultant,1399
253,Quad One Technologies Pvt Ltd,2001,2003,operations consultant,1638
253,Quad One Technologies Pvt Ltd,2001,2003,operations consultant,1772
254,J connect Infotech,2002,2005,channel manager,1290
256,Nutri Synapzz therapeutix private limited,2009,2014,round,79
256,Nutri Synapzz therapeutix private limited,2009,2014,round,336
256,Nutri Synapzz therapeutix private limited,2009,2014,round,842
257,Suncore Microsystem,2001,2004,vice president marketing,364
258,Vettri Technologies,2005,2010,sygeplejerske,1647
260,"Savancy, Inc.",2000,2003,verkäuferin,42
260,"Savancy, Inc.",2000,2003,verkäuferin,1469
260,"Savancy, Inc.",2000,2003,verkäuferin,1983
261,Cyient Limited,2002,2005,programme coordinator,566
261,Cyient Limited,2002,2005,programme coordinator,1300
262,Capgemini Technology Services India Limited,2001,2003,administradora,4
262,Capgemini Technology Services India Limited,2001,2003,administradora,1155
262,Capgemini Technology Services India Limited,2001,2003,administradora,1948
263,Zentora Overseas Careers Private Limited,2002,2003,associate,54
263,Zentora Overseas Careers Private Limited,2002,2003,associate,490
263,Zentora Overseas Careers Private Limited,2002,2003,associate,770
263,Zentora Overseas Careers Private Limited,2002,2003,associate,1841
264,Dalmia Biz Private Ltd,2004,2006,senior technical consultant,840
264,Dalmia Biz Private Ltd,2004,2006,senior technical consultant,1663
265,MultiTech Software Systems India Private Limited,2004,2009,administrator staff,736
265,MultiTech Software Systems India Private Limited,2004,2009,administrator staff,1236
265,MultiTech Software Systems India Private Limited,2004,2009,administrator staff,1347
267,Mcdonalds,2002,2007,application support analyst,835
267,Mcdonalds,2002,2007,application support analyst,1406
268,Viraj Group,2003,2008,production technician,632
268,Viraj Group,2003,2008,production technician,1465
269,NSN Biotech Pvt.Ltd.,2001,2002,senior technical specialist,1605
270,InXero,2002,2005,director human resources,60
270,InXero,2002,2005,director human resources,1628
271,Hewlett Packard,2000,2003,inhaberin,679
271,Hewlett Packard,2000,2003,inhaberin,1414
271,Hewlett Packard,2000,2003,inhaberin,1666
271,Hewlett Packard,2000,2003,inhaberin,1933
272,Asian Paints Ltd.,2001,2004,chief executive officer (ceo),1632
274,V3 Staffing Solutions India Pvt. Ltd,2000,2002,corporate sales,170
274,V3 Staffing Solutions India Pvt. Ltd,2000,2002,corporate sales,1597
274,V3 Staffing Solutions India Pvt. Ltd,2000,2002,corporate sales,1622
275,Apurupa Infrastructures Pvt Ltd,2004,2005,positions,626
275,Apurupa Infrastructures Pvt Ltd,2004,2005,positions,1872
277,A well known reputed Real Estate Company,2001,2005,president/ceo,282
279,Blueberry Digital Labs Private Limited,2001,2006,senior business manager,434
279,Blueberry Digital Labs Private Limited,2001,2006,senior business manager,922
280,Macula Healthcare Pvt. Ltd.,2001,2002,logistics officer,22
280,Macula Healthcare Pvt. Ltd.,2001,2002,logistics officer,841
280,Macula Healthcare Pvt. Ltd.,2001,2002,logistics officer,1520
280,Macula Healthcare Pvt. Ltd.,2001,2002,logistics officer,1864
281,Nippon Seiyaku pvt ltd,2004,2009,logistic manager,71
281,Nippon Seiyaku pvt ltd,2004,2009,logistic manager,846
281,Nippon Seiyaku pvt ltd,2004,2009,logistic manager,943
281,Nippon Seiyaku pvt ltd,2004,2009,logistic manager,1954
282,BRAND MIDAS,2002,2004,orthodontist,1172
282,BRAND MIDAS,2002,2004,orthodontist,1303
283,INOX DECOR PVT. LTD.,2002,2005,regional sales representative,670
283,INOX DECOR PVT. LTD.,2002,2005,regional sales representative,678
283,INOX DECOR PVT. LTD.,2002,2005,regional sales representative,1316
283,INOX DECOR PVT. LTD.,2002,2005,regional sales representative,1363
284,Clovia,2010,2012,surveyor,1041
284,Clovia,2010,2012,surveyor,1259
285,Tagline HR Consulting,2004,2007,personal banker,568
285,Tagline HR Consulting,2004,2007,personal banker,949
285,Tagline HR Consulting,2004,2007,personal banker,1760
286,Coromandel Infotech India Ltd(IC Infotech),2006,2010,specjalista,1520
287,MOFIRST SOLUTIONS PVT. LTD.,2010,2020,student,392
287,MOFIRST SOLUTIONS PVT. LTD.,2010,2020,student,442
287,MOFIRST SOLUTIONS PVT. LTD.,2010,2020,student,802
287,MOFIRST SOLUTIONS PVT. LTD.,2010,2020,student,1124
288,Talpro,2002,2004,helpdesk technician,42
288,Talpro,2002,2004,helpdesk technician,44
288,Talpro,2002,2004,helpdesk technician,609
288,Talpro,2002,2004,helpdesk technician,1092
288,Talpro,2002,2004,helpdesk technician,1593
289,ERM Placement Services (P) Ltd.,2003,2008,f&b manager,336
290,iMEDGlobal,2000,2002,procurement officer,620
290,iMEDGlobal,2000,2002,procurement officer,703
291,Talenture Management Consulting,2000,2000,cliente,159
291,Talenture Management Consulting,2000,2000,cliente,219
291,Talenture Management Consulting,2000,2000,cliente,369
291,Talenture Management Consulting,2000,2000,cliente,548
291,Talenture Management Consulting,2000,2000,cliente,761
291,Talenture Management Consulting,2000,2000,cliente,1748
292,VFS Global Services Private Limited,2005,2010,human resources administrator,1341
293,Byoke Overseas Pvt Ltd,2007,2012,healthcare assistant,715
293,Byoke Overseas Pvt Ltd,2007,2012,healthcare assistant,743
293,Byoke Overseas Pvt Ltd,2007,2012,healthcare assistant,1440
294,Antares Systems Pvt Ltd,2004,2009,ekonomiassistent,259
294,Antares Systems Pvt Ltd,2004,2009,ekonomiassistent,389
294,Antares Systems Pvt Ltd,2004,2009,ekonomiassistent,1802
295,Planet EDU,2001,2005,visiting scholar,855
295,Planet EDU,2001,2005,visiting scholar,1582
295,Planet EDU,2001,2005,visiting scholar,1751
296,AHEX TECHNOLOGIES,2002,2004,telemarketer,1810
297,UCC TOURISM SERVICES,2007,2012,inside sales,55
297,UCC TOURISM SERVICES,2007,2012,inside sales,188
297,UCC TOURISM SERVICES,2007,2012,inside sales,1572
297,UCC TOURISM SERVICES,2007,2012,inside sales,1823
298,sieco engineers pvt ltd,2002,2005,senior product manager,350
298,sieco engineers pvt ltd,2002,2005,senior product manager,510
300,Plash,2003,2004,control de calidad,265
300,Plash,2003,2004,control de calidad,1429
301,TradeIndia.com,2004,2009,freelance artist,1424
302,LOGOS CORPORATE SOLUTIONS,2008,2010,administração,26
302,LOGOS CORPORATE SOLUTIONS,2008,2010,administração,1046
302,LOGOS CORPORATE SOLUTIONS,2008,2010,administração,1794
303,New Era India Consultancy Pvt. Ltd.,2003,2007,factory manager,62
303,New Era India Consultancy Pvt. Ltd.,2003,2007,factory manager,1526
304,SHV Energy Private Limited,2003,2008,assistant buyer,1846
304,SHV Energy Private Limited,2003,2008,assistant buyer,1958
305,Neovia Logistics Services India Pvt Ltd,2004,2007,labor,430
307,OneCloud Consulting,2002,2007,clinical dietitian,530
308,JSports,2002,2005,skills,242
309,Zonac Knitting Machines Private Limited,2003,2006,vice president credit,219
309,Zonac Knitting Machines Private Limited,2003,2006,vice president credit,1653
310,Techs to Suit Inc,2000,2001,co-owner,680
311,Eros International Media Limited,2001,2004,music teacher,20
311,Eros International Media Limited,2001,2004,music teacher,331
311,Eros International Media Limited,2001,2004,music teacher,667
311,Eros International Media Limited,2001,2004,music teacher,957
311,Eros International Media Limited,2001,2004,music teacher,1602
311,Eros International Media Limited,2001,2004,music teacher,1956
312,Cloud Nine Hospital,2006,2007,full stack developer,1293
312,Cloud Nine Hospital,2006,2007,full stack developer,1480
312,Cloud Nine Hospital,2006,2007,full stack developer,1560
312,Cloud Nine Hospital,2006,2007,full stack developer,1597
313,Bloom systems pvt lmtd,2007,2012,senior programmer analyst,241
313,Bloom systems pvt lmtd,2007,2012,senior programmer analyst,328
313,Bloom systems pvt lmtd,2007,2012,senior programmer analyst,499
314,Spectra ISP Networks Pvt. Ltd.,2002,2006,qualità,1671
315,GrayMatrix,2005,2010,clinical assistant,357
318,GEMINI Software Solutions Pvt. Ltd,2004,2009,director of pharmacy,1968
319,ARRIOO CONSULTANCY LTD,2004,2005,math teacher,1081
319,ARRIOO CONSULTANCY LTD,2004,2005,math teacher,1263
320,Umana HR,2010,2020,mobile developer,1472
321,Kanban infosystem private limited,2002,2007,workshops,905
321,Kanban infosystem private limited,2002,2007,workshops,1869
321,Kanban infosystem private limited,2002,2007,workshops,1973
322,AARDE TECHNOSOFT PRIVATE LIMITED,2003,2007,research executive,1466
323,Wooplr,2003,2008,dueña,266
323,Wooplr,2003,2008,dueña,415
323,Wooplr,2003,2008,dueña,751
323,Wooplr,2003,2008,dueña,1185
325,IT Infocube IT Services Private Limited,2002,2007,vice president information technology,390
325,IT Infocube IT Services Private Limited,2002,2007,vice president information technology,1735
325,IT Infocube IT Services Private Limited,2002,2007,vice president information technology,1930
326,Directorate General of Civil Aviation,2002,2007,kitchen manager,142
326,Directorate General of Civil Aviation,2002,2007,kitchen manager,298
326,Directorate General of Civil Aviation,2002,2007,kitchen manager,308
326,Directorate General of Civil Aviation,2002,2007,kitchen manager,387
326,Directorate General of Civil Aviation,2002,2007,kitchen manager,444
326,Directorate General of Civil Aviation,2002,2007,kitchen manager,1655
327,B.L.INTERNATIONAL (P) LTD.,2003,2005,chief executive officer founder,1138
327,B.L.INTERNATIONAL (P) LTD.,2003,2005,chief executive officer founder,1165
327,B.L.INTERNATIONAL (P) LTD.,2003,2005,chief executive officer founder,1318
327,B.L.INTERNATIONAL (P) LTD.,2003,2005,chief executive officer founder,1344
329,NephroPlus,2000,2001,video editor,176
330,Fabelizer Inc.,2002,2007,müdür,1069
330,Fabelizer Inc.,2002,2007,müdür,1219
330,Fabelizer Inc.,2002,2007,müdür,1994
332,Zaak e-Ventures Private Limited.,2004,2006,software analyst,366
332,Zaak e-Ventures Private Limited.,2004,2006,software analyst,898
332,Zaak e-Ventures Private Limited.,2004,2006,software analyst,1831
332,Zaak e-Ventures Private Limited.,2004,2006,software analyst,1931
333,Glenmark Pharmaceuticals Ltd,2002,2005,interior designer,242
333,Glenmark Pharmaceuticals Ltd,2002,2005,interior designer,1187
334,SMA e Experts Pvt Ltd,2002,2004,event staff,807
334,SMA e Experts Pvt Ltd,2002,2004,event staff,815
334,SMA e Experts Pvt Ltd,2002,2004,event staff,907
334,SMA e Experts Pvt Ltd,2002,2004,event staff,1269
335,Delphi Automotive Systems Pvt Ltd,2009,2014,costume designer,63
335,Delphi Automotive Systems Pvt Ltd,2009,2014,costume designer,1402
335,Delphi Automotive Systems Pvt Ltd,2009,2014,costume designer,1729
336,Superprofs,2005,2010,quality control supervisor,407
336,Superprofs,2005,2010,quality control supervisor,941
336,Superprofs,2005,2010,quality control supervisor,1367
337,Socialhire manpower services,2007,2009,diretor de arte,1651
338,SAI Projects & Systems Private Limited,2002,2007,seguridad,1611
339,CWS Technology (P) Ltd.,2002,2004,selbstständig,392
339,CWS Technology (P) Ltd.,2002,2004,selbstständig,1947
340,MNT HR Services,2008,2013,electronic technician,1208
341,Ekam IT Solutions India Pvt Ltd,2004,2009,vp of sales,1425
341,Ekam IT Solutions India Pvt Ltd,2004,2009,vp of sales,1603
341,Ekam IT Solutions India Pvt Ltd,2004,2009,vp of sales,1798
342,Â IP Core Solutions (India),2003,2006,assistant football coach,216
342,Â IP Core Solutions (India),2003,2006,assistant football coach,1114
343,Ahsan Technologies Pvt Ltd,2002,2007,writer/editor,1878
343,Ahsan Technologies Pvt Ltd,2002,2007,writer/editor,1929
344,US based growing accounting services firm,2005,2008,administrative executive,86
344,US based growing accounting services firm,2005,2008,administrative executive,921
345,Swathi Business Solutions,2005,2010,senior software developer,1214
346,Scannhum Hr Solutions,2006,2009,national account,117
346,Scannhum Hr Solutions,2006,2009,national account,246
346,Scannhum Hr Solutions,2006,2009,national account,1030
346,Scannhum Hr Solutions,2006,2009,national account,1568
346,Scannhum Hr Solutions,2006,2009,national account,1702
348,Bobtech Solutions Private Limited,2005,2010,sr systems analyst,1198
349,Avacend Solutions,2005,2006,information technology director,735
349,Avacend Solutions,2005,2006,information technology director,906
350,Idea Device Technologies,2002,2005,projektingenieur,969
350,Idea Device Technologies,2002,2005,projektingenieur,1926
351,ADROIT MANAGERS HR SOLUTIONS,2001,2006,housekeeper,348
352,Worlds Window Impex India Pvt. Ltd,2002,2005,advocaat,43
352,Worlds Window Impex India Pvt. Ltd,2002,2005,advocaat,831
352,Worlds Window Impex India Pvt. Ltd,2002,2005,advocaat,1364
352,Worlds Window Impex India Pvt. Ltd,2002,2005,advocaat,1628
353,GS Consultants,2002,2004,customer engineer,333
354,Premium-Jobs,2001,2004,school psychologist,780
354,Premium-Jobs,2001,2004,school psychologist,981
356,SagiSol Technology Services Ltd,2001,2005,co founder,1934
357,Catchpoint Systems,2004,2009,it developer,1804
358,Sapphire International School,2005,2007,engineering director,66
358,Sapphire International School,2005,2007,engineering director,512
359,ThatsPersonal,2004,2005,billing specialist,179
360,Thomas Assessments,2003,2008,architekt,776
360,Thomas Assessments,2003,2008,architekt,1049
360,Thomas Assessments,2003,2008,architekt,1479
361,SK VedaInfo Universal Technologies Pvt. Ltd.,2004,2009,structural design engineer,671
361,SK VedaInfo Universal Technologies Pvt. Ltd.,2004,2009,structural design engineer,859
361,SK VedaInfo Universal Technologies Pvt. Ltd.,2004,2009,structural design engineer,1285
362,MITYUNG Infotech (P) Ltd,2002,2005,graduate engineering trainee,497
363,Above Solution India Pvt Ltd,2002,2005,lead consultant,1226
363,Above Solution India Pvt Ltd,2002,2005,lead consultant,1482
364,S.K. Trade Link,2004,2009,gepensioneerd,468
364,S.K. Trade Link,2004,2009,gepensioneerd,535
365,SoftPath Biztek Solutions India Pvt.Ltd,2000,2005,vice president engineering,954
365,SoftPath Biztek Solutions India Pvt.Ltd,2000,2005,vice president engineering,1544
365,SoftPath Biztek Solutions India Pvt.Ltd,2000,2005,vice president engineering,1624
366,NMDC Limited,2002,2007,senior marketing executive,46
366,NMDC Limited,2002,2007,senior marketing executive,1077
366,NMDC Limited,2002,2007,senior marketing executive,1086
366,NMDC Limited,2002,2007,senior marketing executive,1408
366,NMDC Limited,2002,2007,senior marketing executive,1481
367,Mando Softtech India Pvt. Ltd.,2000,2002,hardware engineer,4
